chain_id	chain_status	missing_steps	ligand_node_id	ligand_label	ligand_receptor_edge_id	ligand_receptor_pathway	receptor_node_id	receptor_label	receptor_tf_edge_id	receptor_tf_pathway	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	tf_target_pathway	target_gene_node_id	target_gene_label	target_relation	module_sequence	evidence_ids
CHAIN:05007	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10818	SVEP1/Polydom	M21B-E006518	SVEP1-ITGA9B1-extracellular-matrix-adhesion	NODE05844	ITGA9:ITGB1 integrin										21B	M21B-EVID-006461
CHAIN:05008	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10549	SPARC/osteonectin	M21B-E006519	SPARC-VCAM1-leukocyte-transmigration	NODE11689	VCAM1/CD106										21B	M21B-EVID-006462
CHAIN:05009	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11818	VWF/von Willebrand factor	M21B-E006520	VWF-SCARA5-endocytic-clearance	NODE10060	SCARA5/SR-A5										21B	M21B-EVID-006463
CHAIN:05010	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11857	WNT3A	M21B-E006521	WNT3A-PTK7-noncanonical-Wnt-antagonism	NODE09468	PTK7/CCK4										21B	M21B-EVID-006464
CHAIN:05011	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02575	CTHRC1	M21B-E006522	CTHRC1-WNT-FZD-ROR2-PCP	NODE09849	ROR2										21B	M21B-EVID-006465
CHAIN:05012	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01519	CADM1/SynCAM1	M21B-E006523	CADM1-CADM3-heterophilic-adhesion	NODE01522	CADM3/Necl-1/SynCAM3										21B	M21B-EVID-006466
CHAIN:05013	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08260	NPTX2/NARP neuronal activity-regulated pentraxin 2	M21B-E006524	NPTX2-NPTXR-neuronal-pentraxin-complex	NODE08262	NPTXR/NPR neuronal pentraxin receptor										21B	M21B-EVID-006467
CHAIN:05014	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00607	ANXA2/Annexin A2	M21B-E006525	ANXA2-ROBO4-BBB-integrity	NODE09841	ROBO4/Roundabout guidance receptor 4										21B	M21B-EVID-006468
CHAIN:05015	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11853	WNT2B/Wnt2b	M21B-E006526	WNT2B-FZD4-epithelial-EMT	NODE03880	FZD4/Frizzled-4										21B	M21B-EVID-006469
CHAIN:05016	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11035	TGM2/tissue transglutaminase 2	M21B-E006527	TGM2-SDC4-heparan-sulfate-trafficking	NODE10137	SDC4/syndecan-4										21B	M21B-EVID-006470
CHAIN:05017	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10162	SELENOP/Selenoprotein P	M21B-E006528	SELENOP-LRP6-WNT3A-modulation	NODE06556	LRP6/low-density lipoprotein receptor-related protein 6										21B	M21B-EVID-006471
CHAIN:05018	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10406	SLIT2/Slit-2	M21B-E006529	SLIT2-APP-axon-guidance	NODE00720	APP/amyloid precursor protein										21B	M21B-EVID-006472
CHAIN:05019	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08006	NFASC/neurofascin	M21B-E006530	NFASC-NRCAM-heterophilic-axon-adhesion	NODE08295	NRCAM/NrCAM										21B	M21B-EVID-006473
CHAIN:05020	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10968	TFF2/Trefoil factor 2	M21B-E006531	TFF2-LINGO3-mucosal-repair	NODE06436	LINGO3/leucine-rich repeat and immunoglobulin-like domain-containing Nogo receptor-interacting protein 3										21B	M21B-EVID-006474
CHAIN:05021	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11886	WNT5B/Wnt5b	M21B-E006533	WNT5B-FZD2-TAK1-JNK-inflammatory-signaling	NODE03876	FZD2/Frizzled-2										21B	M21B-EVID-006476
CHAIN:05022	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00575	ANGPTL4/cANGPTL4	M21B-E006534	ANGPTL4-CDH11-beta-catenin-wound-repair	NODE02015	CDH11/cadherin-11										21B	M21B-EVID-006477
CHAIN:05023	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10162	SELENOP/Selenoprotein P	M21B-E006535	SELENOP-LRP5-WNT3A-modulation	NODE06551	LRP5/low-density lipoprotein receptor-related protein 5										21B	M21B-EVID-006478
CHAIN:05024	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02330	COL14A1/collagen XIV (undulin)	M21B-E006536	COL14A1-CD44-adhesion	NODE01909	CD44/chondroitin-dermatan sulfate CD44 family proteoglycan										21B	M21B-EVID-006479
CHAIN:05025	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04339	GPC1/glypican-1	M21B-E006537	GPC1-APP-neurite-outgrowth-modulation	NODE00720	APP/amyloid precursor protein										21B	M21B-EVID-006480
CHAIN:05026	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04443	GREM1/gremlin	M21B-E006538	GREM1-KDR-angiogenesis	NODE06102	KDR/VEGFR2										21B	M21B-EVID-006481
CHAIN:05027	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03618	FGF18/FGF-18	M21B-E006539	FGF18-GLG1-CFR-skeletal-signaling	NODE04137	GLG1/CFR/MG-160										21B	M21B-EVID-006482
CHAIN:05028	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06226	LAMA5/laminin alpha-5	M21B-E006540	LAMA5-BCAM-laminin-adhesion	NODE01146	BCAM/Lu/Lutheran										21B	M21B-EVID-006483
CHAIN:05029	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11242	TNC/tenascin-C	M21B-E006541	TNC-PTPRB-glial-adhesion	NODE09502	PTPRB/RPTPbeta										21B	M21B-EVID-006484
CHAIN:05030	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11818	VWF/von Willebrand factor	M21B-E006542	VWF-CLEC4M-endocytic-clearance	NODE02243	CLEC4M/DC-SIGNR										21B	M21B-EVID-006485
CHAIN:05031	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00705	Apolipoprotein B/apoB	M21B-E006543	APOB-LRP6-LDL-clearance	NODE06556	LRP6/low-density lipoprotein receptor-related protein 6										21B	M21B-EVID-006486
CHAIN:05032	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03703	Fibrinogen/FGA-containing fibrinogen	M21B-E006544	Fibrinogen-alpha5beta1-adhesion	NODE05797	ITGA5:ITGB1 integrin										21B	M21B-EVID-006487
CHAIN:05033	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04948	ICAM3/CD50	M21B-E006545	ICAM3-CLEC4M-adhesion	NODE02244	CLEC4M/L-SIGN/DC-SIGNR										21B	M21B-EVID-006488
CHAIN:05034	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07732	NECTIN4/Nectin-4	M21B-E006546	NECTIN4-TIGIT-immune-checkpoint	NODE11090	TIGIT										21B	M21B-EVID-006489
CHAIN:05035	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10155	SECTM1/secreted and transmembrane protein 1	M21B-E006547	SECTM1-CD7-costimulation	NODE01949	CD7										21B	M21B-EVID-006490
CHAIN:05036	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10434	SLURP1/secreted Ly6/uPAR-related protein 1	M21B-E006548	SLURP1-CHRNA7-allosteric-modulation	NODE02168	CHRNA7/alpha7 nicotinic acetylcholine receptor										21B	M21B-EVID-006491
CHAIN:05037	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07581	MUC1/underglycosylated MUC1	M21B-E006549	MUC1-ICAM1-adhesion-calcium-migration	NODE04940	ICAM1										21B	M21B-EVID-006492
CHAIN:05038	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10182	SEMA3C/secreted semaphorin-3C	M21B-E006550	SEMA3C-PLXND1-PLXNA4-receptor-complex	NODE09155	PLXND1:PLXNA4 receptor complex										21B	M21B-EVID-006493
CHAIN:05039	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10227	SEMA6B/Semaphorin-6B	M21B-E006551	SEMA6B-PLXNA2-reverse-axon-guidance	NODE09139	PLXNA2/Plexin-A2										21B	M21B-EVID-006494
CHAIN:05040	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10200	SEMA4A/Semaphorin-4A	M21B-E006552	SEMA4A-TIMD2-T-cell-activation	NODE11095	TIMD2/Tim-2										21B	M21B-EVID-006495
CHAIN:05041	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02405	COLQ/collagen Q	M21B-E006553	COLQ-LRP4-NMJ-regulation	NODE06548	LRP4/low-density lipoprotein receptor-related protein 4										21B	M21B-EVID-006496
CHAIN:05042	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06593	LTA/lymphotoxin-alpha (LTalpha3)	M21B-E006554	LTA-TNFRSF1A-soluble-LTalpha-receptor-complex	NODE11292	TNFR1/TNFRSF1A										21B	M21B-EVID-006497
CHAIN:05043	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10421	SLITRK6	M21B-E006555	SLITRK6-PTPRS-excitatory-synapse	NODE09531	PTPRS/PTPσ										21B	M21B-EVID-006498
CHAIN:05044	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00433	Albumin/ALB	M21B-E006556	ALB-LRP2-endocytic-uptake	NODE06544	LRP2/megalin										21B	M21B-EVID-006499
CHAIN:05045	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02343	COL1A1/collagen I	M21B-E006557	CollagenI-alpha11beta1-adhesion	NODE05729	ITGA11:ITGB1 integrin										21B	M21B-EVID-006500
CHAIN:05046	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06320	LCN2/lipocalin-2	M21B-E006558	LCN2-LRP2-endocytic-uptake	NODE06544	LRP2/megalin										21B	M21B-EVID-006501
CHAIN:05047	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00255	ADAMTS13	M21B-E006559	ADAMTS13-CD36-endothelial-localization	NODE01876	CD36										21B	M21B-EVID-006502
CHAIN:05048	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10019	SAA1/serum amyloid A	M21B-E006560	SAA1-CD36-inflammatory-receptor	NODE01876	CD36										21B	M21B-EVID-006503
CHAIN:05049	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06196	L1CAM/L1	M21B-E006561	L1CAM-ErbB1-cis-association-neuregulin-sensitization	NODE03131	EGFR/ERBB1										21B	M21B-EVID-006504
CHAIN:05050	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06196	L1CAM/L1	M21B-E006562	L1CAM-ErbB2-cis-association-neuregulin-sensitization	NODE03341	ERBB2/HER2										21B	M21B-EVID-006505
CHAIN:05051	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06196	L1CAM/L1	M21B-E006563	L1CAM-ErbB3-cis-association-neuregulin-sensitization	NODE03347	ERBB3/HER3										21B	M21B-EVID-006506
CHAIN:05052	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06201	LACRT/lacritin	M21B-E006564	LACRT-SDC1-heparanase-gated-epithelial-function	NODE10121	SDC1/Syndecan-1										21B	M21B-EVID-006507
CHAIN:05053	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00565	ANGPTL1/angiopoietin-like 1	M21B-E006565	ANGPTL1-LILRB2-cell-surface-binding	NODE06418	LILRB2/ILT4										21B	M21B-EVID-006508
CHAIN:05054	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00577	ANGPTL7/angiopoietin-like 7	M21B-E006566	ANGPTL7-LILRB2-cell-surface-binding	NODE06418	LILRB2/ILT4										21B	M21B-EVID-006509
CHAIN:05055	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06964	MFGE8/MFG-E8/lactadherin	M21B-E006567	MFGE8-alpha8beta1-PTEN-gastrointestinal-motility	NODE05838	ITGA8:ITGB1 integrin alpha8beta1										21B	M21B-EVID-006510
CHAIN:05056	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04609	HBD3/DEFB103A/human beta-defensin-3	M21B-E006568	HBD3-CCR2-chemotaxis	NODE01767	CCR2										21B	M21B-EVID-006511
CHAIN:05057	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09707	Relaxin/RLN2	M21B-E006569	Relaxin-RXFP2-GPCR	NODE09946	RXFP2/LGR8										21B	M21B-EVID-006512
CHAIN:05058	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01546	CALR/calreticulin	M21B-E006570	CALR-SCARF1-endocytic-uptake	NODE10668	SREC-I/SCARF1										21B	M21B-EVID-006513
CHAIN:05059	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01434	C1QTNF5/CTRP5	M21B-E006571	C1QTNF5-MFRP-retinal-association	NODE06967	MFRP										21B	M21B-EVID-006514
CHAIN:05060	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00132	ACE/ACE1	M21B-E006572	ACE-BDKRB2-plasma-membrane-heteromer	NODE01180	BDKRB2/B2 bradykinin receptor										21B	M21B-EVID-006515
CHAIN:05061	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01291	BMP10	M21B-E006573	BMP10-ACVR2A-typeII-receptor-binding	NODE00206	ACVR2A/ActRIIA										21B	M21B-EVID-006516
CHAIN:05062	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01875	CD34	M21B-E006574	P-selectin-CD34-glycoform-adhesion	NODE10169	SELP/P-selectin										21B	M21B-EVID-006517
CHAIN:05063	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04269	GM-CSF/CSF2	M21B-E006575	GM-CSF-SDC2-co-receptor-osteoblast-signaling	NODE10124	SDC2/Syndecan-2										21B	M21B-EVID-006518
CHAIN:05064	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03197	Endostatin/COL18A1 fragment	M21B-E006576	Endostatin-GPC1-low-affinity-receptor-angiostasis	NODE04339	GPC1/glypican-1										21B	M21B-EVID-006519
CHAIN:05065	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06376	LGALS8/galectin-8	M21B-E006577	Galectin8-PDPN-glycan-adhesion	NODE08875	PDPN/podoplanin										21B	M21B-EVID-006520
CHAIN:05066	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00157	Activated alpha2-macroglobulin/A2M*	M21B-E006578	A2Mstar-GRP78-LRP1-coreceptor-signaling	NODE04832	HSPA5/GRP78/BiP										21B	M21B-EVID-006521
CHAIN:05067	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01750	CCN2/CTGF	M21B-E006579	CCN2-TrkA-p75NTR-signaling	NODE08423	NTRK1/TrkA receptor										21B	M21B-EVID-006522
CHAIN:05068	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11051	THBS1/TSP1	M21B-E006580	TSP1-CD148-agonistic-phosphatase	NODE09518	PTPRJ/CD148										21B	M21B-EVID-006523
CHAIN:05069	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05329	IL16/interleukin-16	M21B-E006581	IL16-CD4-chemotaxis	NODE01890	CD4										21B	M21B-EVID-006524
CHAIN:05070	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11062	THPO/thrombopoietin (TPO)	M21B-E006582	THPO-MPL-receptor-binding-activation	NODE07509	MPL/c-Mpl/TPO receptor										21B	M21B-EVID-006525
CHAIN:05071	complete		NODE04093	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE04096	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE10752	STAT5	M22B-E000446	target_gene	NODE01154	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000008
CHAIN:05072	complete		NODE04093	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE04096	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE10752	STAT5	M22B-E000447	target_gene	NODE01154	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000056
CHAIN:05073	complete		NODE04093	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE04096	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE10752	STAT5	M22B-E000448	target_gene	NODE01754	Ccnd1	induces_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000007
CHAIN:05074	complete		NODE04093	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE04096	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE10752	STAT5	M22B-E000449	target_gene	NODE02197	Cish	induces_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000006;M22B-EVID-000055
CHAIN:05075	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04752	HLA-E/peptide-loaded MHC-I	M21B-E006584	HLAE-CD94-NKG2A-inhibitory-checkpoint	NODE06171	KLRD1:KLRC1/CD94-NKG2A										21B	M21B-EVID-006527
CHAIN:05076	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03100	EFNB1/ephrin-B1	M21B-E006585	EFNB1-EPHB6-trans-adhesion	NODE03312	EPHB6/EphB6 pseudokinase										21B	M21B-EVID-006528
CHAIN:05077	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05001	IFNB1/interferon-beta	M21B-E006586	IFNB1-IFNAR1-binary-binding	NODE04994	IFNAR1/interferon-alpha/beta receptor 1										21B	M21B-EVID-006529
CHAIN:05078	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09916	RSPO4/R-spondin 4	M21B-E006587	RSPO4-LGR4-WNT-potentiation	NODE06385	LGR4/GPR48										21B	M21B-EVID-006530
CHAIN:05079	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09916	RSPO4/R-spondin 4	M21B-E006588	RSPO4-LGR5-WNT-potentiation	NODE06387	LGR5/GPR49										21B	M21B-EVID-006531
CHAIN:05080	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09916	RSPO4/R-spondin 4	M21B-E006589	RSPO4-LGR6-WNT-potentiation	NODE06389	LGR6/GPR42										21B	M21B-EVID-006532
CHAIN:05081	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09654	RBP4/retinol-binding protein 4-retinol complex	M21B-E006590	RBP4-retinol-STRA6-vitamin-A-uptake	NODE10788	STRA6/stimulated by retinoic acid 6										21B	M21B-EVID-006533
CHAIN:05082	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02846	DHH/Desert hedgehog	M21B-E006591	DHH-HHIP-hedgehog-sequestration	NODE04688	HHIP/Hedgehog-interacting protein										21B	M21B-EVID-006534
CHAIN:05083	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01929	CD48/SLAMF2	M21B-E006592	CD48-CD2-heterophilic-adhesion	NODE01818	CD2/T-cell surface antigen CD2										21B	M21B-EVID-006535
CHAIN:05084	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02865	DKK1/Dickkopf-1	M21B-E006593	DKK1-KREMEN1-WNT-inhibitory-complex	NODE06182	KREMEN1/Krm1										21B	M21B-EVID-006536
CHAIN:05085	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02865	DKK1/Dickkopf-1	M21B-E006594	DKK1-KREMEN2-LRP6-endocytic-inhibition	NODE06184	KREMEN2/Krm2										21B	M21B-EVID-006537
CHAIN:05086	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03107	EFNB3/ephrin-B3	M21B-E006595	EFNB3-EPHA4-cross-class-neural-guidance	NODE03271	EPHA4/EphA4 receptor										21B	M21B-EVID-006538
CHAIN:05087	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01938	CD59/protectin	M21B-E006596	CD59-CD2-low-affinity-adhesion	NODE01818	CD2/T-cell surface antigen CD2										21B	M21B-EVID-006539
CHAIN:05088	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01312	BMP7/bone morphogenetic protein 7	M21B-E006598	BMP7-ENG-ActRII-accessory-complex	NODE03227	ENG/endoglin CD105										21B	M21B-EVID-006541
CHAIN:05089	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00567	ANGPTL2/angiopoietin-like 2	M21B-E006599	ANGPTL2-LILRB3-lower-affinity-binding	NODE06419	LILRB3/PIRB										21B	M21B-EVID-006542
CHAIN:05090	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00576	ANGPTL5/angiopoietin-like 5	M21B-E006600	ANGPTL5-LILRB3-lower-affinity-binding	NODE06419	LILRB3/PIRB										21B	M21B-EVID-006543
CHAIN:05091	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09726	Renin	M21B-E006602	Renin-ATP6AP2-ERK-RAS	NODE01009	ATP6AP2/(pro)renin receptor										21B	M21B-EVID-006545
CHAIN:05092	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09364	Prorenin	M21B-E006603	Prorenin-ATP6AP2-ERK-RAS	NODE01009	ATP6AP2/(pro)renin receptor										21B	M21B-EVID-006546
CHAIN:05093	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11015	TGFBI/transforming growth factor beta-induced protein	M21B-E006604	TGFBI-ITGA3B1-adhesion-migration	NODE05767	ITGA3:ITGB1 integrin										21B	M21B-EVID-006547
CHAIN:05094	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11015	TGFBI/transforming growth factor beta-induced protein	M21B-E006605	TGFBI-ITGAVB5-YH18-adhesion-migration	NODE05915	ITGAV:ITGB5 integrin										21B	M21B-EVID-006548
CHAIN:05095	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11015	TGFBI/transforming growth factor beta-induced protein	M21B-E006606	TGFBI-ITGAVB3-fastatin-antiangiogenesis	NODE05896	ITGAV:ITGB3 integrin										21B	M21B-EVID-006549
CHAIN:05096	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03839	FSTL1/follistatin-like 1	M21B-E006607	FSTL1-TLR4-CD14-innate-activation	NODE11186	TLR4/Toll-like receptor 4										21B	M21B-EVID-006550
CHAIN:05097	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02885	DLK1/Delta-like homolog 1	M21B-E006608	DLK1-ACVR2B-antagonism	NODE00213	ACVR2B/ActRIIB										21B	M21B-EVID-006551
CHAIN:05098	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07450	MMP12/macrophage metalloelastase	M21B-E006609	MMP12-PLAUR-uPAR-D1D2-cleavage	NODE09088	PLAUR/uPAR/CD87										21B	M21B-EVID-006552
CHAIN:05099	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00233	ADAM12/ADAM-12 disintegrin domain	M21B-E006610	ADAM12-ITGA9B1-cell-adhesion	NODE05844	ITGA9:ITGB1 integrin										21B	M21B-EVID-006553
CHAIN:05100	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03449	F13A1/coagulation factor XIII-A (FXIII/FXIIIa)	M21B-E006611	F13A1-alphaVbeta3-endothelial-platelet-adhesion	NODE05896	ITGAV:ITGB3 integrin										21B	M21B-EVID-006554
CHAIN:05101	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03528	FBLN1/fibulin-1	M21B-E006612	FBLN1-fibrinogen-alphaIIbbeta3-platelet-adhesion	NODE05755	ITGA2B:ITGB3 integrin										21B	M21B-EVID-006555
CHAIN:05102	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04758	HLA-G1/soluble HLA-G1	M21B-E006613	HLA-G1-CD160-endothelial-apoptosis	NODE01807	CD160/BY55										21B	M21B-EVID-006556
CHAIN:05103	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04757	HLA-G1/HLA-G5 soluble MHC-I	M21B-E006614	HLA-G-CD8-coreceptor-apoptosis	NODE01974	CD8A/CD8 coreceptor										21B	M21B-EVID-006557
CHAIN:05104	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04048	GDF6/BMP13 (CDMP-2)	M21B-E006615	GDF6-BMPR1A-binding	NODE01323	BMPR1A/ALK3										21B	M21B-EVID-006558
CHAIN:05105	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04048	GDF6/BMP13 (CDMP-2)	M21B-E006616	GDF6-BMPR1B-binding	NODE01330	BMPR1B/ALK6										21B	M21B-EVID-006559
CHAIN:05106	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04048	GDF6/BMP13 (CDMP-2)	M21B-E006617	GDF6-BMPR2-binding	NODE01338	BMPR2/BMPR-II										21B	M21B-EVID-006560
CHAIN:05107	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03224	Endothelin-3/EDN3/ET-3	M21B-E006618	ET3-EDNRA-binding-GPCR	NODE03062	EDNRA/ETA endothelin receptor										21B	M21B-EVID-006561
CHAIN:05108	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02754	CYTL1/cytokine-like protein 1	M21B-E006619	CYTL1-CCR2B-ERK-chemotaxis	NODE01773	CCR2B/CCR2										21B	M21B-EVID-006562
CHAIN:05109	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00378	Agrin/AGRN C-terminal fragment	M21B-E006620	Agrin-ATP1A3-neuronal-pump-regulation	NODE01005	ATP1A3/Na+/K+-ATPase alpha3										21B	M21B-EVID-006563
CHAIN:05110	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10185	SEMA3D/Semaphorin-3D	M21B-E006621	SEMA3D-PLXND1-receptor-binding-guidance	NODE09153	PLXND1/PlexinD1										21B	M21B-EVID-006564
CHAIN:05111	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08617	OSTN/osteocrin	M21B-E006622	OSTN-NPR3-clearance-modulation	NODE08251	NPR3/NPR-C clearance receptor										21B	M21B-EVID-006565
CHAIN:05112	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02901	DLL4/Delta-like ligand 4	M21B-E006623	DLL4-NOTCH2-juxtacrine-Notch	NODE08203	NOTCH2 receptor										21B	M21B-EVID-006566
CHAIN:05113	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02868	DKK2/Dickkopf-related protein 2	M21B-E006624	DKK2-KREMEN1-WNT-inhibitory-binding	NODE06182	KREMEN1/Krm1										21B	M21B-EVID-006567
CHAIN:05114	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08890	PECAM1/CD31	M21B-E006625	CD31-CD38-adhesion-calcium-signaling	NODE01886	CD38/ADP-ribosyl cyclase										21B	M21B-EVID-006568
CHAIN:05115	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05892	ITGAV:ITGB3 alphaVbeta3 integrin	M21B-E006626	ITGAV-ITGB3-PECAM1-heterotypic-adhesion	NODE08890	PECAM1/CD31										21B	M21B-EVID-006569
